# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005764	CC	e	lysosome	58/601	275/19370	5.020365711676827e-07	7	58	5.1721692858628965e-05	53, 175, 410, 427, 811, 949, 1075, 1200, 1213, 1486, 1509, 1512, 1515, 1519, 1520, 1522, 2517, 2519, 2629, 2717, 2896, 3122, 3312, 3916, 3949, 3988, 4077, 4125, 4126, 4758, 5476, 5538, 5641, 5660, 7128, 7805, 7852, 7879, 8635, 9146, 9367, 9528, 9559, 10159, 10437, 23048, 23208, 23400, 27183, 51552, 55004, 55207, 55332, 55737, 57192, 81618, 128338, 259307
GO:0005765	CC	e	lysosomal membrane	58/601	330/19370	5.182089675217535e-07	7	58	5.1721692858628965e-05	21, 53, 309, 523, 527, 949, 972, 1509, 1889, 2629, 2896, 3108, 3109, 3113, 3117, 3118, 3122, 3134, 3312, 3916, 4012, 4074, 4758, 5337, 5660, 5878, 6396, 6520, 7311, 7805, 7879, 9482, 9528, 9741, 10159, 11342, 23208, 23400, 23545, 23646, 51296, 51552, 55004, 55207, 55332, 55340, 55361, 55686, 55737, 55858, 56928, 57192, 64116, 81618, 84888, 121260, 128338, 220002
GO:0034774	CC	e	secretory granule lumen	18/601	115/19370	5.269239234669294e-07	6	18	5.1721692858628965e-05	226, 335, 718, 1512, 2665, 3312, 3320, 4282, 5223, 5315, 5478, 5686, 5702, 5717, 6727, 7414, 9961, 10549
GO:0045335	CC	e	phagocytic vesicle	15/601	64/19370	5.367222192131383e-07	8	15	5.1721692858628965e-05	71, 998, 1520, 2923, 5868, 7879, 9230, 9367, 9482, 11151, 23208, 23673, 51552, 57403, 388325
GO:0009897	CC	e	external side of plasma membrane	38/601	294/19370	5.406188065515041e-07	3	38	5.1721692858628965e-05	214, 567, 811, 930, 933, 941, 958, 972, 1236, 1515, 1605, 1889, 2208, 2213, 2826, 3134, 3135, 3383, 3560, 3561, 3688, 3689, 3916, 3949, 4065, 4897, 5034, 6693, 7037, 7070, 7124, 7412, 7852, 8482, 9466, 10148, 10159, 57007
GO:0031982	CC	e	vesicle	22/601	160/19370	5.774326922672002e-07	4	22	5.1721692858628965e-05	60, 387, 801, 975, 1072, 1889, 2040, 2319, 2597, 2665, 3304, 4282, 5315, 5478, 7311, 9482, 9559, 23208, 23400, 23603, 23673, 29952
GO:0005768	CC	e	endosome	41/601	295/19370	5.780625730024942e-07	7	41	5.1721692858628965e-05	351, 387, 476, 1213, 1889, 2319, 2838, 2896, 3482, 3560, 3561, 3716, 4074, 5337, 5868, 5869, 5878, 6653, 7037, 9110, 9146, 9230, 9375, 9402, 9482, 9525, 9559, 10016, 10890, 23011, 23484, 25930, 27183, 51699, 53916, 55300, 55361, 55737, 57007, 79689, 81609
GO:0001772	CC	e	immunological synapse	13/601	43/19370	5.840232855359776e-07	2	13	5.1721692858628965e-05	214, 396, 975, 3122, 3383, 4627, 10015, 11151, 30968, 56253, 81609, 259307, 388325
GO:0055038	CC	e	recycling endosome membrane	17/601	89/19370	5.900934724315911e-07	7	17	5.1721692858628965e-05	567, 2923, 3134, 3135, 6653, 8324, 9230, 9522, 10066, 10479, 10890, 10938, 23208, 23673, 51104, 51552, 255231
GO:0071682	CC	e	endocytic vesicle lumen	7/601	18/19370	6.316653530958917e-07	5	7	5.272901733224277e-05	335, 338, 811, 3039, 3040, 3320, 6678
GO:0010008	CC	e	endosome membrane	38/601	227/19370	6.844372322953713e-07	6	38	5.453720310062663e-05	338, 392, 527, 537, 1509, 3113, 3117, 3118, 3482, 3688, 3916, 3949, 5868, 6653, 7037, 7311, 7323, 7879, 9375, 9525, 9559, 10159, 10938, 11311, 23062, 23545, 23603, 27183, 51104, 51296, 51699, 55737, 55858, 56928, 57192, 57403, 79844, 80762
GO:0035578	CC	e	azurophil granule lumen	24/601	91/19370	7.801028666215535e-07	7	24	5.684860793333088e-05	175, 410, 718, 1075, 2171, 2512, 2517, 2519, 2665, 2717, 2720, 2760, 2896, 3074, 4125, 5476, 6386, 8635, 8804, 8836, 9588, 10487, 29952, 54472
GO:0005790	CC	e	smooth endoplasmic reticulum	8/601	26/19370	7.813367656787758e-07	6	8	5.684860793333088e-05	338, 351, 811, 821, 3309, 5479, 10549, 10961
GO:1903561	CC	e	extracellular vesicle	13/601	55/19370	8.107331422323286e-07	5	13	5.684860793333088e-05	335, 476, 478, 481, 1213, 3689, 4245, 5315, 6386, 7037, 7414, 10015, 11253
GO:0005925	CC	e	focal adhesion	62/601	418/19370	9.881735824607552e-07	5	62	6.264421848862204e-05	60, 71, 102, 214, 308, 309, 387, 391, 527, 567, 811, 975, 998, 1072, 1213, 1499, 1605, 2319, 2665, 2923, 3304, 3309, 3312, 3383, 3482, 3676, 3678, 3688, 3689, 3716, 3728, 3936, 4627, 4921, 5034, 5216, 5478, 5479, 6122, 6124, 6129, 6133, 6156, 6181, 6188, 6189, 6201, 6386, 7070, 7094, 7171, 7414, 7529, 7531, 7532, 8754, 10015, 10094, 10487, 10890, 23011, 23603
GO:0009986	CC	e	cell surface	68/601	578/19370	1.0068647432088713e-06	2	68	6.264421848862204e-05	101, 102, 335, 351, 506, 522, 684, 718, 811, 933, 941, 949, 955, 958, 972, 1236, 1436, 1522, 1829, 2023, 2806, 2826, 2923, 3108, 3113, 3122, 3134, 3309, 3329, 3383, 3482, 3560, 3561, 3676, 3678, 3688, 3689, 3949, 4040, 4282, 4851, 4853, 6509, 6520, 6653, 6678, 6693, 7037, 7070, 7094, 7124, 7412, 7852, 8754, 8795, 9601, 10961, 22883, 23071, 23555, 56262, 56650, 57007, 58494, 145581, 340348, 375387, 388512
GO:0005769	CC	e	early endosome	36/601	268/19370	1.0650293748207103e-06	8	36	6.264421848862204e-05	335, 338, 344, 351, 933, 2042, 3135, 3329, 3482, 3949, 4040, 5861, 5868, 5869, 5878, 6653, 7037, 7412, 7852, 9146, 9482, 9559, 10938, 11151, 23011, 23295, 25930, 27183, 51552, 51699, 55654, 55737, 57007, 57403, 81609, 83737
GO:0005856	CC	e	cytoskeleton	33/601	400/19370	1.0834316121404198e-06	5	33	6.264421848862204e-05	60, 71, 387, 391, 396, 397, 1207, 1605, 1627, 1794, 2040, 2734, 3716, 3728, 3848, 5034, 5216, 6386, 6624, 7094, 7171, 7414, 8502, 9375, 9961, 10241, 10890, 23048, 23499, 27445, 30968, 57613, 65108
GO:0031901	CC	e	early endosome membrane	27/601	167/19370	1.1176608619874722e-06	7	27	6.264421848862204e-05	538, 567, 3122, 3134, 3135, 4040, 5868, 5869, 5878, 6653, 8027, 9110, 9146, 10254, 10479, 10938, 23011, 23062, 23646, 23673, 51552, 55361, 55858, 79689, 81609, 83737, 121260
GO:0048471	CC	e	perinuclear region of cytoplasm	60/601	708/19370	1.1759370985058237e-06	2	60	6.264421848862204e-05	309, 351, 392, 488, 538, 811, 1019, 1499, 1889, 2040, 2319, 2521, 2597, 2720, 3265, 3304, 3312, 3320, 3482, 3688, 3916, 3936, 4074, 4245, 4599, 4734, 5337, 5479, 5566, 5641, 6526, 7037, 7529, 7805, 8502, 8614, 9482, 9588, 9961, 10241, 10483, 10890, 10938, 11226, 11276, 11315, 23208, 23545, 27183, 51552, 51637, 53916, 54472, 54602, 57007, 80762, 81618, 81876, 92140, 728441
GO:0005788	CC	e	endoplasmic reticulum lumen	36/601	306/19370	1.1813624575478178e-06	5	36	6.264421848862204e-05	102, 334, 335, 338, 351, 410, 567, 590, 718, 811, 821, 1075, 1471, 1522, 1605, 2519, 2923, 3309, 5034, 5479, 5589, 5954, 7076, 8614, 8635, 8985, 9562, 9601, 10130, 10148, 10961, 23071, 23193, 23555, 51752, 340348
GO:0043231	CC	e	intracellular membrane-bounded organelle	77/601	844/19370	1.1875089376053808e-06	4	77	6.264421848862204e-05	21, 102, 338, 523, 949, 958, 1075, 1315, 1436, 1512, 1520, 1605, 1829, 2319, 2597, 2720, 2760, 3073, 3108, 3109, 3113, 3309, 3988, 4077, 4125, 4758, 4904, 5476, 5478, 5479, 5538, 5547, 5589, 5660, 5868, 5869, 6396, 6566, 6678, 6782, 7037, 8027, 8324, 8878, 9146, 10015, 10066, 10241, 10254, 10437, 10479, 10938, 11342, 23048, 23193, 23239, 23295, 23534, 23555, 23673, 25844, 25930, 29110, 29952, 51296, 51552, 51699, 54602, 55858, 57007, 57192, 83737, 84888, 93185, 128338, 168537, 220002
GO:0034362	CC	e	low-density lipoprotein particle	6/601	13/19370	1.2400476269204802e-06	5	6	6.264421848862204e-05	335, 338, 344, 3949, 51599, 55937
GO:0030669	CC	e	clathrin-coated endocytic vesicle membrane	12/601	69/19370	1.2507402436404858e-06	8	12	6.264421848862204e-05	338, 972, 1213, 3113, 3117, 3118, 3122, 3482, 3949, 4074, 5868, 7037
GO:0000139	CC	e	Golgi membrane	58/601	587/19370	1.3591408809013977e-06	5	58	6.618261011722639e-05	102, 567, 955, 972, 998, 1315, 2529, 2734, 3113, 3117, 3118, 3122, 3134, 3135, 3265, 3340, 4121, 4124, 4245, 4248, 4851, 4853, 5337, 5861, 6480, 6513, 6653, 7357, 8509, 9528, 9653, 10678, 10890, 10905, 11041, 11226, 11311, 11342, 11345, 22883, 23315, 23646, 23673, 50515, 51014, 51552, 54602, 55568, 56928, 64132, 64285, 79689, 79932, 80762, 81876, 83548, 113189, 205428
GO:0005794	CC	e	Golgi apparatus	78/601	985/19370	1.6636590397832452e-06	5	78	7.882146747946025e-05	102, 351, 476, 478, 538, 567, 684, 811, 955, 1075, 1200, 1315, 1471, 1536, 2194, 2529, 2629, 2717, 2720, 2734, 2896, 3265, 3340, 3482, 3949, 4040, 4121, 4245, 4734, 4925, 5337, 5538, 5552, 5861, 6653, 7412, 7779, 8509, 8728, 8985, 9375, 9741, 10066, 10890, 10905, 11041, 11226, 11253, 11276, 11311, 11345, 22931, 23062, 23193, 23315, 23327, 23499, 23673, 25844, 29952, 51014, 54602, 54928, 55568, 55754, 55858, 57192, 57613, 79844, 79932, 80762, 81618, 81876, 83548, 124583, 128338, 168537, 266727
GO:0005887	CC	e	integral component of plasma membrane	81/601	1400/19370	1.822136222553083e-06	4	81	8.236217920953103e-05	101, 214, 351, 480, 488, 930, 933, 949, 958, 970, 975, 1436, 1536, 1880, 2040, 2042, 2208, 2213, 2826, 2838, 2995, 3113, 3117, 3118, 3122, 3383, 3384, 3385, 3455, 3459, 3482, 3560, 3561, 3916, 3949, 4012, 4065, 4074, 4853, 4897, 4921, 6509, 6513, 6526, 6541, 6566, 6653, 6693, 7037, 7070, 7124, 7412, 7805, 8482, 8698, 9123, 9375, 9466, 9482, 10507, 10857, 23495, 23555, 29967, 51063, 54407, 54910, 55144, 55361, 55366, 55714, 56262, 57181, 57192, 58494, 64116, 79581, 81539, 81793, 92745, 340348
GO:0055037	CC	e	recycling endosome	16/601	126/19370	1.8323588072856305e-06	8	16	8.236217920953103e-05	351, 933, 1200, 3688, 5901, 6653, 7037, 7124, 9230, 9482, 10479, 10890, 23208, 51552, 53916, 57007
GO:0005783	CC	e	endoplasmic reticulum	74/601	1037/19370	1.890665795477012e-06	5	74	8.285842848678005e-05	175, 351, 476, 478, 488, 538, 811, 821, 1471, 1522, 1717, 1933, 2040, 2135, 2629, 2826, 2896, 2923, 3134, 3304, 3309, 4040, 4121, 4253, 4925, 5034, 5351, 5476, 5479, 5589, 5861, 5954, 6185, 6188, 6189, 6653, 6782, 7070, 7311, 7412, 7779, 8614, 8878, 8985, 9482, 9562, 9601, 9817, 9900, 10016, 10130, 10483, 10549, 10558, 10857, 10905, 10961, 11253, 11315, 11342, 23295, 51014, 51752, 54602, 55754, 57003, 64834, 79844, 80762, 92140, 115817, 168537, 375387, 728441
GO:0005789	CC	e	endoplasmic reticulum membrane	60/601	972/19370	2.318834086918136e-06	4	60	9.719981813770503e-05	338, 387, 391, 487, 488, 537, 811, 821, 998, 1315, 1536, 1717, 2135, 3265, 3309, 4047, 4253, 4599, 4851, 4853, 5337, 5351, 6185, 6386, 6396, 6653, 7311, 7345, 8985, 9367, 9776, 10016, 10052, 10130, 10159, 10479, 10483, 10558, 10890, 11253, 11342, 11345, 22883, 22931, 23011, 23071, 23225, 23646, 27173, 51014, 51752, 55144, 55326, 64285, 64834, 79844, 81876, 92140, 124583, 375387
GO:0016323	CC	e	basolateral plasma membrane	22/601	226/19370	2.328803400903372e-06	4	22	9.719981813770503e-05	476, 481, 483, 538, 975, 1499, 1605, 2319, 2760, 3949, 6513, 6520, 6541, 6566, 7037, 8754, 9123, 9497, 10257, 55914, 64116, 81539
GO:0070062	CC	e	extracellular exosome	275/601	2095/19370	2.558197279046341e-06	6	275	0.0001004337791127929	2, 39, 53, 60, 71, 102, 214, 223, 226, 308, 309, 327, 334, 335, 338, 351, 387, 391, 392, 396, 397, 410, 427, 476, 481, 483, 506, 523, 527, 537, 567, 684, 718, 811, 821, 830, 930, 933, 943, 949, 958, 970, 972, 975, 998, 1072, 1075, 1200, 1213, 1362, 1434, 1471, 1499, 1509, 1512, 1522, 1605, 1794, 1829, 1889, 2023, 2040, 2171, 2194, 2208, 2319, 2512, 2517, 2519, 2597, 2617, 2618, 2629, 2665, 2678, 2717, 2720, 2734, 2745, 2760, 2806, 2896, 2923, 3039, 3040, 3073, 3074, 3122, 3178, 3181, 3304, 3309, 3312, 3320, 3329, 3336, 3383, 3385, 3482, 3676, 3688, 3689, 3728, 3848, 3850, 3857, 3916, 3921, 3936, 3939, 3945, 4065, 4121, 4124, 4125, 4245, 4282, 4318, 4522, 4627, 4734, 4738, 4758, 4904, 4925, 5034, 5052, 5093, 5216, 5223, 5315, 5351, 5476, 5478, 5479, 5518, 5538, 5547, 5566, 5641, 5660, 5686, 5688, 5690, 5691, 5698, 5720, 5721, 5861, 5868, 5869, 5878, 5901, 6122, 6124, 6156, 6181, 6188, 6189, 6230, 6386, 6396, 6509, 6513, 6520, 6566, 6624, 6653, 6692, 6693, 6742, 6767, 6782, 7037, 7070, 7076, 7094, 7128, 7171, 7295, 7311, 7323, 7360, 7412, 7414, 7462, 7529, 7531, 7532, 7852, 7879, 8338, 8635, 8754, 8775, 8804, 8836, 8878, 8887, 8985, 9144, 9146, 9230, 9367, 9375, 9525, 9528, 9562, 9588, 9961, 10015, 10016, 10066, 10094, 10130, 10159, 10204, 10487, 10549, 10591, 10606, 10890, 10905, 10938, 11041, 11059, 11060, 11140, 11151, 11313, 11314, 11315, 23011, 23071, 23193, 23295, 23327, 23473, 23475, 23646, 25930, 27183, 27445, 29952, 51552, 51599, 51678, 51752, 51768, 54472, 55004, 55207, 55737, 56996, 57403, 57446, 65108, 79689, 80146, 81533, 81539, 81618, 81876, 83737, 84888, 93185, 103910, 113189, 116496, 117159, 124583, 127262, 255252, 375790, 728441
GO:0005576	CC	e	extracellular region	109/601	1840/19370	2.56988211660703e-06	2	109	0.0001004337791127929	2, 175, 226, 308, 327, 335, 338, 344, 351, 410, 427, 567, 590, 718, 801, 811, 830, 955, 1075, 1471, 1509, 1512, 1515, 1520, 1522, 1605, 1690, 1794, 2042, 2135, 2171, 2512, 2517, 2519, 2665, 2717, 2720, 2760, 2896, 3039, 3040, 3074, 3304, 3312, 3320, 3455, 3728, 3848, 4012, 4040, 4061, 4125, 4282, 4318, 4758, 4851, 4853, 4897, 4904, 5034, 5055, 5223, 5315, 5476, 5478, 5538, 5552, 5641, 5660, 5686, 5702, 5717, 6386, 6480, 6678, 6692, 6727, 7037, 7070, 7076, 7094, 7124, 7295, 7414, 7850, 8635, 8804, 8836, 9588, 9961, 10148, 10437, 10487, 10549, 22883, 23071, 29952, 51752, 54472, 55937, 80762, 84695, 117159, 124583, 163479, 259307, 266727, 375387, 375790
GO:0005615	CC	e	extracellular space	92/601	1492/19370	2.5781631831578324e-06	2	92	0.0001004337791127929	2, 21, 60, 71, 175, 226, 335, 338, 344, 351, 427, 522, 567, 718, 811, 955, 1072, 1075, 1362, 1471, 1486, 1509, 1512, 1515, 1519, 1520, 1522, 1605, 2023, 2040, 2519, 2678, 2896, 2923, 3039, 3040, 3134, 3135, 3312, 3329, 3383, 3848, 3857, 3936, 4049, 4050, 4125, 4282, 4318, 4925, 5052, 5055, 5478, 5552, 5660, 6386, 6653, 6678, 6692, 6693, 7037, 7076, 7124, 7311, 7412, 8482, 8614, 8635, 8744, 8754, 8804, 8836, 8985, 9110, 9111, 9450, 9588, 9601, 9860, 10130, 10148, 10507, 51752, 54910, 56265, 64132, 83729, 84695, 121227, 147381, 205428, 266727
GO:0012505	CC	e	endomembrane system	16/601	130/19370	2.7817169576068834e-06	2	16	0.00010551247192426243	5861, 5868, 5869, 5878, 9482, 10483, 10857, 22931, 23011, 23673, 26001, 51552, 54928, 55326, 57403, 81876
GO:0035580	CC	e	specific granule lumen	11/601	62/19370	2.8289139648832482e-06	7	11	0.00010551247192426243	567, 1509, 1522, 1794, 3728, 4758, 7414, 8836, 23071, 54472, 124583
GO:0016021	CC	e	integral component of membrane	171/601	3500/19370	3.2801746201815723e-06	3	171	0.00011979471060788117	21, 53, 102, 293, 334, 351, 476, 478, 487, 488, 518, 527, 537, 538, 684, 933, 941, 943, 955, 972, 975, 1236, 1362, 1605, 1829, 1889, 2135, 2529, 2678, 2734, 3108, 3109, 3340, 3455, 3459, 3782, 4040, 4050, 4121, 4124, 4245, 4248, 4253, 4851, 4976, 6185, 6480, 6509, 6513, 6520, 6526, 6566, 6653, 7357, 7462, 7779, 7850, 7852, 8324, 8509, 8728, 8744, 8754, 8795, 9123, 9144, 9482, 9497, 9522, 9528, 9653, 9741, 9766, 9860, 9900, 9993, 10052, 10066, 10159, 10257, 10479, 10558, 10678, 10905, 11226, 11253, 11311, 11314, 11342, 22990, 23225, 23315, 23400, 23484, 23545, 23646, 23673, 25758, 25844, 25864, 26001, 26020, 27173, 29015, 29967, 50515, 50615, 51014, 51172, 51296, 51599, 51752, 51768, 53827, 54602, 54928, 55069, 55144, 55281, 55326, 55332, 55340, 55504, 55568, 55654, 55754, 55847, 55858, 56253, 56262, 56650, 56889, 56996, 57007, 57192, 57613, 64115, 64132, 64285, 64418, 64645, 64781, 79037, 79134, 79689, 79844, 79932, 80146, 80762, 81533, 81539, 81618, 84102, 84548, 90231, 90952, 92140, 93185, 113189, 114801, 121227, 124583, 128338, 220002, 255231, 284996, 285368, 375387, 375790, 388325, 388512
GO:0005802	CC	e	trans-Golgi network	19/601	181/19370	3.7548544205669726e-06	4	19	0.00013433183263783475	102, 538, 2529, 2629, 2896, 3482, 4074, 6653, 8985, 9159, 9482, 9522, 10890, 23011, 23062, 23208, 51552, 55300, 55361
GO:0016020	CC	e	membrane	206/601	2116/19370	3.932733542022519e-06	2	206	0.0001378816379833095	53, 60, 71, 102, 226, 293, 308, 309, 334, 396, 397, 476, 478, 481, 488, 506, 538, 567, 590, 684, 811, 821, 830, 955, 972, 975, 998, 1072, 1075, 1213, 1315, 1362, 1434, 1455, 1499, 1717, 1794, 1889, 2023, 2040, 2194, 2319, 2512, 2529, 2597, 2665, 2734, 2896, 2995, 3039, 3040, 3073, 3074, 3108, 3117, 3134, 3135, 3178, 3181, 3187, 3295, 3309, 3312, 3320, 3329, 3336, 3383, 3384, 3482, 3560, 3561, 3676, 3688, 3689, 3716, 3848, 3857, 3916, 3921, 3939, 3945, 3949, 4012, 4047, 4074, 4077, 4121, 4124, 4245, 4253, 4522, 4599, 4627, 4758, 4853, 4976, 5093, 5216, 5223, 5337, 5476, 5478, 5479, 5518, 5538, 5566, 5690, 5702, 5717, 5721, 5869, 5901, 6124, 6129, 6133, 6156, 6181, 6185, 6188, 6201, 6386, 6509, 6513, 6520, 6541, 6566, 6653, 6692, 6693, 7037, 7171, 7272, 7357, 7529, 7531, 7532, 8482, 8775, 9110, 9111, 9123, 9159, 9375, 9497, 9531, 9588, 9631, 9653, 9961, 9993, 10015, 10094, 10241, 10257, 10528, 10606, 10611, 10857, 10905, 10938, 10961, 10985, 11060, 11151, 11253, 11314, 23193, 23225, 23295, 23499, 23644, 26020, 27173, 50515, 51104, 51678, 51752, 54928, 55144, 55207, 55300, 55361, 55654, 55714, 55754, 56262, 56889, 56928, 57003, 57192, 57532, 57661, 57674, 64834, 81793, 83737, 84695, 84888, 90231, 93185, 116496, 124583, 255231, 255252, 284996, 388325
GO:0005886	CC	e	plasma membrane	253/601	4469/19370	4.431481811314486e-06	3	253	0.0001523213257889077	21, 60, 71, 101, 102, 334, 335, 338, 351, 387, 391, 476, 478, 480, 481, 483, 506, 523, 527, 538, 567, 684, 718, 801, 930, 933, 941, 943, 949, 955, 958, 970, 972, 975, 998, 1207, 1213, 1236, 1315, 1362, 1436, 1455, 1471, 1499, 1522, 1536, 1605, 1627, 1829, 1880, 1889, 2023, 2040, 2042, 2130, 2171, 2194, 2208, 2213, 2319, 2597, 2678, 2734, 2806, 2826, 2838, 2896, 2932, 2995, 3113, 3117, 3118, 3122, 3134, 3135, 3265, 3304, 3309, 3312, 3320, 3329, 3383, 3384, 3385, 3455, 3459, 3482, 3560, 3561, 3676, 3678, 3688, 3689, 3728, 3782, 3916, 3921, 3936, 3949, 4012, 4040, 4049, 4050, 4061, 4074, 4126, 4282, 4627, 4734, 4758, 4851, 4853, 4897, 4921, 4925, 5055, 5335, 5337, 5547, 5660, 5868, 5869, 5878, 6188, 6386, 6509, 6513, 6520, 6526, 6541, 6566, 6653, 6678, 6692, 6693, 6773, 7037, 7070, 7094, 7124, 7311, 7323, 7345, 7412, 7462, 7531, 7779, 7850, 7852, 7879, 8324, 8482, 8502, 8698, 8728, 8744, 8775, 8795, 8809, 9123, 9367, 9402, 9466, 9497, 9522, 9528, 9531, 9860, 9900, 10052, 10130, 10148, 10159, 10257, 10479, 10487, 10507, 10857, 10890, 10938, 11059, 11151, 11314, 11315, 22931, 23048, 23208, 23239, 23295, 23327, 23495, 23499, 23545, 23555, 25844, 27173, 27183, 50615, 51104, 51552, 51599, 51678, 51752, 51768, 53916, 54407, 55004, 55144, 55300, 55361, 55366, 55504, 55654, 55754, 55914, 56253, 56262, 56928, 56996, 57007, 57192, 57403, 58494, 64115, 64116, 64781, 65108, 79037, 79581, 79689, 79932, 81533, 81539, 81618, 81793, 83548, 83737, 84102, 84888, 90952, 92745, 93185, 116496, 121227, 121260, 124583, 255231, 257144, 266727, 340348, 375387, 375790, 728441
GO:0005829	CC	e	cytosol	240/601	5286/19370	4.819358145380061e-06	2	240	0.0001624679774779086	39, 60, 71, 223, 226, 308, 327, 335, 338, 351, 387, 391, 392, 396, 397, 440, 523, 538, 567, 684, 801, 811, 830, 998, 1019, 1072, 1207, 1213, 1315, 1434, 1455, 1499, 1512, 1605, 1627, 1794, 1933, 1964, 2023, 2042, 2135, 2171, 2194, 2512, 2597, 2617, 2618, 2665, 2745, 2760, 2931, 2932, 2935, 3039, 3040, 3073, 3187, 3265, 3295, 3304, 3309, 3312, 3320, 3329, 3560, 3561, 3716, 3728, 3839, 3848, 3850, 3857, 3916, 3921, 3936, 3939, 3945, 3988, 4012, 4077, 4121, 4282, 4522, 4599, 4627, 4734, 4738, 4851, 4904, 4925, 4976, 5034, 5052, 5093, 5187, 5216, 5223, 5315, 5335, 5347, 5366, 5478, 5518, 5534, 5538, 5566, 5686, 5688, 5690, 5691, 5698, 5702, 5717, 5720, 5721, 5861, 5868, 5901, 5928, 6122, 6124, 6129, 6133, 6156, 6181, 6188, 6189, 6197, 6201, 6230, 6240, 6386, 6396, 6513, 6624, 6727, 6767, 6773, 7070, 7094, 7128, 7171, 7295, 7311, 7323, 7345, 7360, 7414, 7529, 7531, 7532, 7805, 7879, 8027, 8775, 8836, 8878, 8887, 9110, 9111, 9146, 9230, 9367, 9402, 9482, 9525, 9531, 9559, 9588, 9631, 9776, 9817, 9961, 10015, 10016, 10094, 10130, 10204, 10241, 10254, 10318, 10437, 10483, 10498, 10537, 10549, 10591, 10606, 10611, 10890, 10985, 11059, 11060, 11140, 11151, 11313, 11315, 11342, 11345, 22931, 23011, 23048, 23239, 23295, 23327, 23473, 23475, 23555, 23644, 25930, 27183, 29110, 29952, 51552, 51637, 51699, 51752, 54472, 54928, 55163, 55207, 55300, 55361, 55684, 55737, 56829, 57532, 57674, 79077, 80774, 81609, 81876, 83548, 83737, 83988, 91754, 103910, 116496, 168537, 261726
GO:0032585	CC	e	multivesicular body membrane	6/601	16/19370	5.343423465549715e-06	8	6	0.0001767362516058236	21, 6653, 9146, 23400, 54602, 55340
GO:0030133	CC	e	transport vesicle	13/601	93/19370	5.7867639533205726e-06	7	13	0.00018785550389205488	523, 1315, 3482, 4074, 7805, 9367, 10066, 10961, 23400, 25844, 51014, 64418, 81876
GO:0097197	CC	e	tetraspanin-enriched microdomain	5/601	10/19370	6.262768064134519e-06	2	5	0.00019951001103095595	102, 975, 23555, 340348, 388325
GO:1904724	CC	e	tertiary granule lumen	10/601	55/19370	6.3733945337898085e-06	5	10	0.00019951001103095595	226, 427, 567, 1471, 1509, 1512, 1520, 4318, 8836, 124583
GO:0035577	CC	e	azurophil granule membrane	10/601	57/19370	8.899678087082143e-06	8	10	0.0002689850980457758	527, 684, 2040, 3916, 4126, 5547, 5660, 5878, 55004, 55754
GO:0005912	CC	e	adherens junction	17/601	162/19370	1.2116092655923841e-05	5	17	0.000359991702132788	60, 102, 1499, 1605, 2319, 3728, 4627, 4851, 6386, 7094, 7414, 8502, 10611, 10890, 11315, 90952, 340348
GO:0070821	CC	e	tertiary granule membrane	11/601	73/19370	1.4547664146998505e-05	7	11	0.000425034254161473	101, 102, 527, 1315, 1536, 2040, 3689, 5337, 10159, 11314, 51552
GO:0098978	CC	e	glutamatergic synapse	26/601	332/19370	1.5980899056603118e-05	4	26	0.00045925436141352896	60, 102, 387, 821, 1605, 1627, 2319, 2932, 3265, 3312, 3688, 5216, 5335, 5534, 5552, 6678, 7531, 8775, 9900, 11151, 22883, 27445, 51104, 55914, 145581, 147381
GO:0101003	CC	e	ficolin-1-rich granule membrane	10/601	61/19370	1.6625954585694573e-05	7	10	0.00047008545788262236	101, 387, 527, 1315, 3689, 3916, 5547, 10159, 11314, 55004
GO:0043025	CC	e	neuronal cell body	27/601	354/19370	1.769930497531272e-05	3	27	0.0004924901844717968	102, 214, 338, 478, 538, 821, 958, 998, 1536, 2931, 3320, 3676, 3782, 3916, 4040, 5538, 5868, 6240, 6509, 7345, 9860, 9900, 10857, 23400, 54407, 55361, 81539
GO:0005890	CC	e	sodium:potassium-exchanging ATPase complex	5/601	12/19370	1.8690170267735128e-05	6	5	0.0005119354449896825	476, 478, 480, 481, 483
GO:0022626	CC	e	cytosolic ribosome	11/601	76/19370	2.1526598340453566e-05	6	11	0.0005724736071999566	3921, 6122, 6124, 6129, 6133, 6156, 6188, 6189, 6201, 6230, 7311
GO:0030658	CC	e	transport vesicle membrane	8/601	39/19370	2.1553484355503217e-05	6	8	0.0005724736071999566	972, 3113, 3117, 3118, 3122, 5861, 6653, 55754
GO:0033565	CC	e	ESCRT-0 complex	3/601	3/19370	2.972562183451263e-05	3	3	0.0007777464936701587	8027, 9146, 10254
GO:0022627	CC	e	cytosolic small ribosomal subunit	8/601	41/19370	3.1693892459468295e-05	5	8	0.00081704990413894	3039, 3040, 3921, 6188, 6189, 6201, 6230, 7311
GO:0000502	CC	e	proteasome complex	9/601	53/19370	3.2862095594097564e-05	5	9	0.0008348877329920728	5686, 5688, 5690, 5691, 5698, 5702, 5717, 5720, 5721
GO:0012507	CC	e	ER to Golgi transport vesicle membrane	9/601	54/19370	3.836211440350357e-05	7	9	0.0009606969507048821	567, 972, 3113, 3117, 3118, 3122, 3134, 3135, 6396
