# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0101003	CC	e	ficolin-1-rich granule membrane	7/412	61/19370	0.0003035792971607711	7	7	0.008583459805206963	101, 527, 3689, 3916, 5547, 10159, 55004
GO:0016323	CC	e	basolateral plasma membrane	14/412	226/19370	0.00036221083568617365	4	14	0.010078660237426387	483, 975, 1499, 1605, 2319, 2760, 6513, 6541, 7037, 8754, 9123, 55914, 64116, 81539
GO:0005783	CC	e	endoplasmic reticulum	39/412	1037/19370	0.0005390397143075191	5	39	0.014764634674704392	175, 478, 811, 1522, 1717, 1933, 2040, 2826, 2896, 3304, 4040, 4121, 5034, 5479, 5954, 6185, 6653, 6782, 7070, 7311, 7779, 8878, 8985, 9482, 9601, 9817, 10483, 10558, 10857, 10905, 10961, 11315, 11342, 54602, 79844, 80762, 115817, 168537, 375387
GO:0030027	CC	e	lamellipodium	12/412	185/19370	0.0006252182856255496	4	12	0.016861656226178284	60, 1072, 1499, 1605, 1627, 2319, 3688, 5034, 5335, 6624, 10094, 11151
GO:0001725	CC	e	stress fiber	7/412	70/19370	0.0007083431794861043	4	7	0.018814024146047586	3936, 4627, 6624, 7171, 9531, 10611, 103910
GO:0000421	CC	e	autophagosome membrane	5/412	35/19370	0.0008152442988510272	6	5	0.021330197849042547	3916, 6185, 7879, 10159, 11345
GO:0070821	CC	e	tertiary granule membrane	7/412	73/19370	0.0009117934315360706	7	7	0.023505498315922524	101, 102, 527, 2040, 3689, 10159, 51552
GO:0005811	CC	e	lipid droplet	8/412	96/19370	0.0010158613999745574	5	8	0.025685174969836813	338, 4047, 5878, 7879, 9144, 10938, 22931, 168537
GO:0005641	CC	e	nuclear envelope lumen	3/412	10/19370	0.0010256487438040942	6	3	0.025685174969836813	590, 3482, 6653
GO:1903561	CC	e	extracellular vesicle	6/412	55/19370	0.0010733342142815801	5	6	0.026466633883418484	478, 1213, 3689, 6386, 7037, 10015
GO:0030667	CC	e	secretory granule membrane	8/412	97/19370	0.0010870494236201545	6	8	0.026466633883418484	391, 2171, 3482, 5869, 7879, 10890, 22931, 53916
GO:0034668	CC	e	integrin alpha4-beta1 complex	2/412	3/19370	0.0013349062845602736	6	2	0.03110942792588279	3676, 3688
GO:0033565	CC	e	ESCRT-0 complex	2/412	3/19370	0.0013349062845602736	3	2	0.03110942792588279	9146, 10254
GO:0008537	CC	e	proteasome activator complex	2/412	3/19370	0.0013349062845602736	2	2	0.03110942792588279	5720, 5721
GO:0030658	CC	e	transport vesicle membrane	5/412	39/19370	0.0013487259112191056	6	5	0.03110942792588279	972, 3117, 3118, 3122, 6653
GO:0099738	CC	e	cell cortex region	3/412	11/19370	0.0013880933103977084	4	3	0.031196507347784393	1522, 2023, 103910
GO:0019774	CC	e	proteasome core complex, beta-subunit complex	3/412	11/19370	0.0013880933103977084	2	3	0.031196507347784393	5690, 5691, 5698
GO:0030139	CC	e	endocytic vesicle	6/412	59/19370	0.0015536468608072667	7	6	0.03447522717715365	2319, 3482, 5869, 5878, 10254, 10938
GO:0022627	CC	e	cytosolic small ribosomal subunit	5/412	41/19370	0.0016955697227371588	5	5	0.03715417154947799	3039, 3040, 3921, 6230, 7311
GO:0001931	CC	e	uropod	3/412	12/19370	0.0018217220555295064	4	3	0.038017604325514584	2319, 3384, 4627
GO:0005890	CC	e	sodium:potassium-exchanging ATPase complex	3/412	12/19370	0.0018217220555295064	6	3	0.038017604325514584	478, 480, 483
GO:0030904	CC	e	retromer complex	3/412	12/19370	0.0018217220555295064	3	3	0.038017604325514584	9559, 51699, 55737
GO:0042641	CC	e	actomyosin	3/412	12/19370	0.0018217220555295064	2	3	0.038017604325514584	1627, 4627, 10015
GO:0005737	CC	e	cytoplasm	126/412	4648/19370	0.0019735125484407006	2	126	0.04070079408725351	39, 60, 101, 102, 175, 223, 308, 338, 392, 397, 801, 811, 943, 972, 998, 1072, 1455, 1499, 1605, 1627, 1933, 2023, 2171, 2512, 2517, 2617, 2665, 2717, 2838, 3304, 3312, 3329, 3688, 3716, 3728, 3782, 3916, 3921, 3936, 3945, 4282, 4599, 4627, 4738, 4758, 4904, 4976, 5055, 5093, 5187, 5216, 5223, 5335, 5347, 5479, 5518, 5641, 5720, 5721, 5901, 6122, 6124, 6129, 6197, 6386, 6624, 6678, 6727, 6767, 6782, 7128, 7311, 7345, 7360, 7779, 7852, 8698, 8878, 9110, 9111, 9402, 9525, 9531, 9817, 9860, 9961, 10209, 10254, 10487, 10498, 10528, 10537, 10606, 10938, 10985, 11151, 11313, 11315, 11345, 23170, 23239, 23475, 23499, 23644, 25864, 25930, 26001, 27183, 29110, 51637, 54407, 54472, 54602, 55332, 55654, 55914, 57674, 64781, 65108, 80146, 84695, 116496, 127262, 128338, 199953, 284996
GO:0005884	CC	e	actin filament	7/412	84/19370	0.002077320578021919	6	7	0.04193208599030814	60, 71, 1627, 3936, 7171, 9817, 11151
GO:0005790	CC	e	smooth endoplasmic reticulum	4/412	26/19370	0.002081056178640507	6	4	0.04193208599030814	338, 811, 5479, 10961
GO:1902494	CC	e	catalytic complex	3/412	13/19370	0.0023310823878107925	2	3	0.045914465458790105	801, 23475, 80146
GO:0034362	CC	e	low-density lipoprotein particle	3/412	13/19370	0.0023310823878107925	5	3	0.045914465458790105	338, 344, 55937
GO:0015629	CC	e	actin cytoskeleton	13/412	245/19370	0.0023640108156338423	6	13	0.046045677331179174	60, 226, 1072, 1627, 2042, 3728, 3936, 4627, 4921, 6624, 10094, 10611, 23499
GO:0014704	CC	e	intercalated disc	5/412	45/19370	0.002579145777214965	6	5	0.04968398403799817	1829, 3688, 3728, 6513, 10052
GO:0000785	CC	p	chromatin	6/412	978/19370	0.00022280013260546266	2	6	0.006509477207622934	60, 1019, 5347, 5901, 6773, 11315
GO:0023026	MF	e	MHC class II protein complex binding	8/412	27/19370	6.098623553753033e-08	4	8	0.00027023000966679687	972, 975, 3108, 3109, 3117, 3118, 3122, 3312
GO:0005178	MF	e	integrin binding	16/412	142/19370	3.745917600741358e-07	4	16	0.000829908044444248	102, 811, 975, 2208, 3383, 3384, 3676, 3688, 3689, 3936, 4627, 5034, 7070, 7094, 8754, 58494
GO:0001618	MF	e	virus receptor activity	11/412	76/19370	5.843294101716967e-07	3	11	0.000863054538823596	975, 1605, 2838, 3304, 3383, 3688, 3916, 3921, 7037, 7852, 79581
GO:0045296	MF	e	cadherin binding	26/412	315/19370	1.188655355630822e-06	4	26	0.001316732970200043	226, 392, 1499, 1627, 2023, 2194, 3312, 3688, 3728, 3939, 4627, 5093, 5216, 5901, 6624, 7094, 9531, 10528, 10606, 10938, 10985, 11313, 11315, 23499, 53827, 56829
GO:0042802	MF	e	identical protein binding	63/412	1491/19370	2.118612165482673e-06	3	63	0.0013410815007505322	60, 71, 226, 327, 590, 972, 998, 1075, 2040, 2171, 2194, 2512, 2617, 3074, 3135, 3187, 3482, 3939, 3945, 4040, 4282, 4318, 4599, 4627, 4851, 5347, 5688, 5702, 5721, 6129, 6240, 6386, 6513, 6742, 6767, 6773, 7037, 7124, 7128, 7171, 7360, 8878, 9111, 9525, 9817, 9961, 10204, 10591, 10606, 10938, 11315, 23208, 23475, 23484, 29110, 51637, 57192, 64115, 79077, 80146, 81793, 168537, 388512
GO:0005515	MF	e	protein binding	335/412	12368/19370	3.6376761901532157e-06	2	335	0.0020148178998211125	2, 39, 53, 60, 71, 101, 102, 175, 226, 293, 308, 327, 338, 344, 391, 392, 396, 397, 410, 478, 480, 483, 506, 522, 523, 527, 537, 590, 718, 801, 811, 970, 972, 975, 998, 1019, 1072, 1075, 1200, 1213, 1436, 1455, 1499, 1509, 1512, 1515, 1519, 1522, 1605, 1627, 1717, 1794, 1933, 2023, 2040, 2042, 2171, 2194, 2208, 2319, 2512, 2517, 2519, 2529, 2617, 2665, 2678, 2717, 2745, 2826, 2838, 2896, 2935, 3039, 3040, 3073, 3074, 3108, 3109, 3117, 3118, 3122, 3135, 3187, 3304, 3312, 3329, 3336, 3340, 3383, 3455, 3459, 3482, 3560, 3676, 3688, 3689, 3716, 3728, 3839, 3916, 3921, 3939, 3945, 4040, 4047, 4049, 4061, 4248, 4282, 4318, 4522, 4599, 4627, 4696, 4702, 4738, 4758, 4851, 4904, 4921, 4976, 5034, 5093, 5187, 5216, 5223, 5335, 5347, 5366, 5479, 5518, 5534, 5547, 5552, 5660, 5686, 5688, 5690, 5691, 5698, 5702, 5717, 5720, 5721, 5869, 5878, 5901, 5954, 6122, 6124, 6129, 6133, 6156, 6181, 6185, 6197, 6230, 6240, 6386, 6480, 6513, 6541, 6624, 6653, 6678, 6727, 6742, 6767, 6773, 6782, 7037, 7070, 7076, 7094, 7124, 7128, 7171, 7311, 7345, 7357, 7360, 7779, 7805, 7852, 7879, 8324, 8698, 8754, 8775, 8795, 8809, 8836, 8878, 8985, 9110, 9111, 9123, 9144, 9146, 9159, 9402, 9450, 9466, 9482, 9525, 9528, 9531, 9559, 9601, 9766, 9817, 9860, 9961, 10015, 10052, 10094, 10148, 10159, 10204, 10209, 10254, 10437, 10483, 10487, 10498, 10528, 10537, 10558, 10591, 10606, 10611, 10678, 10857, 10890, 10938, 10961, 11151, 11226, 11311, 11313, 11315, 11342, 11345, 22931, 23011, 23062, 23170, 23193, 23208, 23225, 23239, 23315, 23473, 23475, 23484, 23499, 23545, 23644, 23646, 23673, 25844, 25930, 26001, 26020, 27173, 27183, 29015, 29110, 29967, 50615, 51241, 51296, 51552, 51637, 51678, 51699, 53827, 53916, 54407, 54472, 54602, 54910, 55004, 55032, 55069, 55281, 55326, 55332, 55340, 55361, 55686, 55737, 55739, 55914, 56650, 56829, 57007, 57192, 58494, 64115, 64285, 64781, 65108, 79037, 79077, 79581, 79844, 80762, 80774, 81539, 81609, 81793, 81876, 83988, 84102, 84548, 84695, 90231, 90952, 91754, 93185, 103910, 115817, 116496, 117159, 121260, 124583, 126298, 145581, 168537, 220002, 259307, 261726, 388512
GO:0008242	MF	e	omega peptidase activity	3/412	3/19370	9.554353338899643e-06	4	3	0.004703926627184924	327, 7345, 8836
GO:0015186	MF	e	L-glutamine transmembrane transporter activity	4/412	8/19370	1.3196596585706726e-05	7	4	0.005847411947126651	6509, 54407, 81539, 92745
GO:0003925	MF	e	G protein activity	7/412	39/19370	1.5992529389267305e-05	8	7	0.006442081611258493	998, 5869, 5878, 7879, 10890, 53916, 81876
GO:0008233	MF	e	peptidase activity	10/412	90/19370	2.1356810255853338e-05	3	10	0.007886002186973846	175, 1200, 1509, 1512, 4318, 5641, 5690, 9159, 11315, 117159
GO:0031625	MF	e	ubiquitin protein ligase binding	18/412	295/19370	6.652171083668408e-05	5	18	0.02267366928594978	71, 527, 811, 3304, 3312, 3329, 3716, 4738, 5187, 7311, 7345, 7805, 7852, 8878, 9482, 11345, 23208, 54472
GO:0050839	MF	e	cell adhesion molecule binding	8/412	66/19370	7.646442665906368e-05	3	8	0.023985645986798063	101, 1829, 3676, 3688, 3689, 3728, 6386, 55714
GO:0051087	MF	e	chaperone binding	10/412	105/19370	8.119717666485465e-05	3	10	0.023985645986798063	478, 811, 1075, 2896, 3312, 3329, 3336, 6767, 9531, 10961
GO:0140545	MF	e	protein disaggregase activity	3/412	5/19370	9.254244944084741e-05	2	3	0.02412091726308205	3304, 3312, 27183
GO:0005290	MF	e	L-histidine transmembrane transporter activity	3/412	5/19370	9.254244944084741e-05	7	3	0.02412091726308205	6541, 92745, 121260
GO:0003779	MF	e	actin binding	16/412	261/19370	0.00015860305209884564	4	16	0.03346524399285643	226, 1605, 1627, 3688, 3936, 4627, 5034, 5216, 6624, 7852, 10487, 10611, 11151, 23499, 53827, 83988
GO:0019003	MF	e	GDP binding	8/412	74/19370	0.00017308334415430419	8	8	0.03486055899762372	5869, 5878, 5901, 7879, 10890, 22931, 23011, 51552
GO:0015026	MF	e	coreceptor activity	6/412	40/19370	0.00018577732836962894	3	6	0.03579040617416634	2838, 3676, 3688, 4040, 7852, 57007
GO:0019955	MF	e	cytokine binding	6/412	41/19370	0.00021376166497379082	3	6	0.03895816339228602	972, 1436, 3459, 9466, 10148, 11315
GO:0019900	MF	e	kinase binding	9/412	97/19370	0.00022389463642560735	4	9	0.03895816339228602	480, 1499, 3939, 4976, 5187, 6513, 7128, 11315, 54472
GO:0005041	MF	e	low-density lipoprotein particle receptor activity	4/412	15/19370	0.00022859676104704054	3	4	0.03895816339228602	4040, 6653, 26020, 29967
GO:0046933	MF	e	proton-transporting ATP synthase activity, rotational mechanism	4/412	16/19370	0.0002996972981195216	8	4	0.0491836565913926	506, 522, 523, 527
GO:0000978	MF	p	RNA polymerase II cis-regulatory region sequence-specific DNA binding	2/412	1173/19370	1.6781210675260407e-06	9	2	0.0013410815007505322	5187, 6773
GO:0000981	MF	p	DNA-binding transcription factor activity, RNA polymerase II-specific	2/412	1236/19370	1.9668817020850587e-06	3	2	0.0013410815007505322	5093, 6773
GO:1990837	MF	p	sequence-specific double-stranded DNA binding	1/412	555/19370	0.00013648276841164405	6	1	0.03330993550372653	4904
GO:0003700	MF	p	DNA-binding transcription factor activity	0/412	442/19370	0.0001475758032863388	2	0	0.03330993550372653	
GO:0001228	MF	p	DNA-binding transcription activator activity, RNA polymerase II-specific	0/412	444/19370	0.00015034951705586336	4	0	0.03330993550372653	
