# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005790	CC	e	smooth endoplasmic reticulum	5/349	26/19370	8.888343614442443e-05	6	5	0.0027823689921638575	338, 811, 3309, 10525, 11337
GO:1990904	CC	e	ribonucleoprotein complex	11/349	153/19370	0.00010617970365504692	2	11	0.00326549158784732	60, 1653, 1938, 2597, 3312, 6124, 6129, 6154, 8607, 10011, 23521
GO:0060473	CC	e	cortical granule	3/349	6/19370	0.00011139928467695506	9	3	0.003309880441333936	811, 3074, 4627
GO:0097208	CC	e	alveolar lamellar body	3/349	6/19370	0.00011139928467695506	10	3	0.003309880441333936	1512, 3916, 9476
GO:0001772	CC	e	immunological synapse	6/349	43/19370	0.00011383229046618747	2	6	0.003325800086453777	490, 3122, 3123, 4627, 5795, 7430
GO:0045335	CC	e	phagocytic vesicle	7/349	64/19370	0.0001493089928258141	8	7	0.004290797777436919	2923, 3799, 6814, 7879, 23673, 122618, 219972
GO:0031982	CC	e	vesicle	11/349	160/19370	0.00015793951499984207	4	11	0.004465612416043921	60, 387, 2597, 3783, 3799, 4282, 4478, 5315, 7430, 23673, 55890
GO:0005840	CC	e	ribosome	6/349	46/19370	0.00016713690281525064	5	6	0.004650650645002133	6123, 6138, 6207, 6223, 6230, 23521
GO:0101031	CC	e	chaperone complex	4/349	17/19370	0.00020475705574790905	2	4	0.005608423730095072	3312, 10963, 11140, 51726
GO:0031410	CC	e	cytoplasmic vesicle	15/349	291/19370	0.000275884875929186	6	15	0.007440402884674817	387, 397, 1522, 4040, 4121, 6647, 7037, 7805, 8907, 9784, 11337, 11345, 55361, 81631, 219972
GO:1990712	CC	e	HFE-transferrin receptor complex	3/349	8/19370	0.00030364022294739344	5	3	0.007944497176519115	567, 658, 7037
GO:0019773	CC	e	proteasome core complex, alpha-subunit complex	3/349	8/19370	0.00030364022294739344	2	3	0.007944497176519115	5682, 5683, 5685
GO:0008043	CC	e	intracellular ferritin complex	2/349	2/19370	0.0003237187472255147	3	2	0.008106842341233248	2495, 2512
GO:1990565	CC	e	HSP90-CDC37 chaperone complex	2/349	2/19370	0.0003237187472255147	3	2	0.008106842341233248	3326, 11140
GO:0032398	CC	e	MHC class Ib protein complex	2/349	2/19370	0.0003237187472255147	5	2	0.008106842341233248	3133, 3134
GO:0033018	CC	e	sarcoplasmic reticulum lumen	3/349	9/19370	0.00044938413376431705	6	3	0.010843615451923682	811, 7184, 7873
GO:0009898	CC	e	cytoplasmic side of plasma membrane	6/349	55/19370	0.00045155957101564674	4	6	0.010843615451923682	490, 999, 2539, 2760, 4627, 23011
GO:1904724	CC	e	tertiary granule lumen	6/349	55/19370	0.00045155957101564674	5	6	0.010843615451923682	226, 427, 567, 1509, 1512, 2495
GO:0005832	CC	e	chaperonin-containing T-complex	3/349	10/19370	0.000633420408299991	3	3	0.014805146343331792	7203, 10694, 22948
GO:0034663	CC	e	endoplasmic reticulum chaperone complex	3/349	10/19370	0.000633420408299991	3	3	0.014805146343331792	3309, 7184, 10525
GO:0101003	CC	e	ficolin-1-rich granule membrane	6/349	61/19370	0.0007901732167824868	7	6	0.018225969066048675	387, 1378, 3916, 5547, 10159, 22918
GO:0005771	CC	e	multivesicular body	5/349	41/19370	0.0008116946910337403	9	5	0.01847923108288502	972, 3916, 5119, 6653, 57132
GO:0016323	CC	e	basolateral plasma membrane	12/349	226/19370	0.0008548929936627837	4	12	0.019122665143787864	483, 490, 1605, 2760, 3326, 4478, 6520, 6533, 6814, 7037, 7430, 81539
GO:0035580	CC	e	specific granule lumen	6/349	62/19370	0.0008617744132112043	7	6	0.019122665143787864	567, 1509, 1522, 3837, 4758, 23071
GO:0001931	CC	e	uropod	3/349	12/19370	0.0011305605247439727	4	3	0.024467562961434375	4478, 4627, 7430
GO:0032580	CC	e	Golgi cisterna membrane	7/349	90/19370	0.0012056164438254485	4	7	0.025593123510118665	2589, 4924, 6480, 9331, 9334, 23011, 80146
GO:0005769	CC	e	early endosome	13/349	268/19370	0.0012117679699599824	8	13	0.025593123510118665	338, 3135, 3482, 4040, 4924, 5119, 5869, 6653, 7037, 9784, 23011, 25930, 122618
GO:0031528	CC	e	microvillus membrane	4/349	27/19370	0.0013098831527532484	5	4	0.027336013890195767	949, 4478, 6533, 7430
GO:0005783	CC	e	endoplasmic reticulum	33/349	1037/19370	0.0015973662424529746	5	33	0.03294332968258899	811, 1522, 2047, 2826, 2896, 2923, 3107, 3134, 3309, 4040, 4121, 5045, 6653, 6782, 6890, 7184, 7415, 7873, 9601, 9780, 10525, 10652, 10857, 11315, 11322, 51284, 51495, 51726, 54602, 64374, 81567, 122618, 201595
GO:0097452	CC	e	GAIT complex	2/349	4/19370	0.0018962249810064408	2	2	0.03820784358280794	2597, 23521
GO:0032587	CC	e	ruffle membrane	7/349	99/19370	0.002094137345897902	5	7	0.04171616781089798	387, 1915, 3678, 3936, 5795, 7094, 7430
GO:0031902	CC	e	late endosome membrane	8/349	127/19370	0.0021447426845735626	7	8	0.0422442014163759	3108, 3109, 3122, 3123, 3916, 7879, 9525, 57132
GO:0012505	CC	e	endomembrane system	8/349	130/19370	0.0024814425821285797	2	8	0.048332987183015555	5119, 5869, 8676, 10857, 23011, 23673, 54928, 81631
GO:0016607	CC	p	nuclear speck	0/349	411/19370	0.001034575898257551	3	0	0.022670144370568586	
GO:0000785	CC	p	chromatin	6/349	978/19370	0.0018732773265982521	2	6	0.03818436225031088	60, 3009, 5901, 6772, 11315, 60468
GO:0042605	MF	e	peptide antigen binding	9/349	24/19370	1.5433012927142604e-07	4	9	0.0003939739410659632	3107, 3113, 3117, 3122, 3123, 3133, 3134, 3135, 6890
GO:0044183	MF	e	protein folding chaperone	10/349	36/19370	1.9976040279444667e-07	1	10	0.0003939739410659632	811, 972, 3309, 3312, 3313, 3326, 6782, 7203, 10694, 22948
GO:0023026	MF	e	MHC class II protein complex binding	14/349	27/19370	3.779688258758098e-07	4	14	0.0003939739410659632	567, 972, 3108, 3109, 3112, 3113, 3117, 3118, 3122, 3123, 3312, 3326, 5315, 7531
GO:0032395	MF	e	MHC class II receptor activity	6/349	10/19370	4.317634592923278e-07	4	6	0.0003939739410659632	3112, 3113, 3117, 3118, 3122, 3123
GO:0019904	MF	e	protein domain specific binding	28/349	245/19370	5.285396527305036e-07	3	28	0.0003939739410659632	375, 387, 958, 3309, 3837, 3916, 4074, 4627, 5119, 6767, 7415, 7430, 7453, 8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 57132, 121504, 554313
GO:0046982	MF	e	protein heterodimerization activity	23/349	326/19370	5.334785931834302e-07	4	23	0.0003939739410659632	3073, 5518, 5901, 7171, 7531, 8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 55714, 121504, 126961, 333932, 554313, 653604
GO:0051082	MF	e	unfolded protein binding	16/349	110/19370	7.005043453027986e-07	3	16	0.0004434192505766715	811, 3309, 3312, 3313, 3326, 6767, 6782, 7184, 7203, 10383, 10525, 10694, 11140, 22948, 51726, 64374
GO:0003735	MF	e	structural constituent of ribosome	19/349	158/19370	1.0819235118464544e-06	2	19	0.0005534063927348419	6123, 6124, 6129, 6132, 6138, 6154, 6156, 6160, 6176, 6181, 6207, 6208, 6223, 6230, 6231, 6234, 9636, 23521, 25873
GO:0045296	MF	e	cadherin binding	28/349	315/19370	1.2489424345178107e-06	4	28	0.0005534063927348419	226, 999, 1938, 2023, 3069, 3309, 3312, 3326, 3799, 4627, 5216, 5315, 5795, 5901, 6138, 6231, 6520, 6772, 7094, 7430, 7531, 7706, 8607, 10652, 10694, 11315, 23042, 27044
GO:0003723	MF	e	RNA binding	75/349	1384/19370	1.50644251122593e-06	4	75	0.000606822433385645	226, 327, 375, 811, 1653, 1915, 1938, 1964, 2023, 2287, 2896, 2923, 3006, 3008, 3009, 3069, 3312, 3313, 3326, 3837, 4627, 5037, 5216, 5315, 5682, 5901, 6123, 6124, 6129, 6132, 6138, 6154, 6156, 6160, 6207, 6208, 6223, 6230, 6231, 6234, 6520, 7037, 7184, 7203, 7415, 7430, 7531, 7706, 7873, 8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 9601, 10768, 10963, 23168, 23193, 23521, 25873, 27044, 29997, 51637, 55127, 64761, 121504, 554313
GO:0042802	MF	e	identical protein binding	58/349	1491/19370	2.0690069163685204e-06	3	58	0.000705213049725301	60, 226, 327, 334, 567, 949, 969, 972, 999, 1075, 2512, 2539, 2597, 2923, 2937, 3074, 3135, 3326, 3482, 3799, 4040, 4082, 4175, 4282, 4599, 4627, 4851, 5119, 6129, 6223, 6348, 6647, 6767, 6772, 6897, 7037, 7096, 7124, 7128, 7171, 7415, 7430, 7531, 8743, 9525, 9961, 10318, 10768, 11315, 22934, 29110, 29997, 51637, 57132, 64374, 80146, 81793, 92799
GO:0051087	MF	e	chaperone binding	11/349	105/19370	3.0539377847636175e-06	3	11	0.000966571308877685	811, 1075, 2896, 3309, 3312, 6647, 6767, 10478, 10525, 10963, 11140
GO:0005515	MF	e	protein binding	290/349	12368/19370	3.7168432300039718e-06	2	290	0.0010979554901431733	2, 60, 102, 163, 226, 308, 327, 334, 338, 375, 387, 397, 483, 490, 567, 645, 658, 811, 949, 953, 958, 962, 969, 972, 976, 999, 1075, 1235, 1378, 1439, 1509, 1512, 1522, 1605, 1653, 1738, 1891, 1915, 1938, 1964, 2023, 2047, 2185, 2208, 2287, 2495, 2512, 2517, 2539, 2597, 2717, 2745, 2787, 2826, 2833, 2896, 2923, 2932, 2937, 3006, 3008, 3009, 3069, 3073, 3074, 3094, 3107, 3108, 3109, 3117, 3118, 3122, 3123, 3133, 3134, 3135, 3309, 3312, 3313, 3326, 3459, 3482, 3560, 3561, 3563, 3627, 3676, 3678, 3716, 3751, 3783, 3799, 3837, 3902, 3916, 4040, 4061, 4074, 4175, 4245, 4282, 4478, 4522, 4599, 4627, 4758, 4828, 4851, 4924, 5037, 5045, 5119, 5216, 5223, 5315, 5518, 5538, 5547, 5660, 5682, 5683, 5685, 5795, 5869, 5901, 6124, 6129, 6132, 6138, 6154, 6156, 6160, 6176, 6181, 6207, 6208, 6223, 6230, 6231, 6234, 6348, 6349, 6402, 6480, 6520, 6647, 6653, 6678, 6767, 6772, 6782, 6814, 6890, 6897, 7037, 7046, 7076, 7094, 7096, 7124, 7128, 7171, 7184, 7203, 7357, 7415, 7430, 7453, 7531, 7706, 7805, 7873, 7879, 8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 8540, 8578, 8607, 8676, 8743, 8775, 8795, 8907, 9110, 9141, 9168, 9450, 9476, 9525, 9601, 9632, 9636, 9706, 9779, 9780, 9784, 9961, 10011, 10096, 10148, 10159, 10213, 10254, 10318, 10376, 10383, 10437, 10478, 10525, 10694, 10768, 10857, 10890, 10963, 11140, 11226, 11315, 11322, 11337, 11345, 22918, 22934, 22948, 23011, 23071, 23168, 23193, 23673, 23788, 25930, 27044, 28982, 29110, 29997, 50615, 51230, 51284, 51495, 51637, 51719, 51726, 54407, 54602, 54741, 55092, 55127, 55144, 55233, 55361, 55684, 57132, 57515, 57630, 60314, 60468, 64374, 79158, 80790, 81539, 81567, 81631, 81793, 83660, 84695, 91408, 92799, 93185, 116254, 121227, 121504, 126961, 127253, 151888, 201595, 219670, 283897, 333932, 414062, 554313, 653604
GO:0032564	MF	e	dATP binding	3/349	3/19370	5.799793746733278e-06	8	3	0.0016061803807359471	3008, 3326, 6767
GO:1905394	MF	e	retromer complex binding	4/349	8/19370	6.8487209059883105e-06	3	4	0.0017850989608490708	3482, 4074, 7879, 9779
GO:0031625	MF	e	ubiquitin protein ligase binding	17/349	295/19370	2.759648966048817e-05	5	17	0.006793335871423505	811, 958, 2185, 2932, 3309, 3312, 3313, 3326, 3716, 7415, 7531, 7805, 9636, 10376, 11337, 11345, 81631
GO:0003725	MF	e	double-stranded RNA binding	8/349	73/19370	4.9717385674794806e-05	5	8	0.011594617680263989	1653, 3326, 4478, 6520, 7037, 10376, 10383, 51284
GO:0004185	MF	e	serine-type carboxypeptidase activity	3/349	5/19370	5.645477468519257e-05	6	3	0.012507555331504414	1362, 5547, 59342
GO:0030246	MF	e	carbohydrate binding	12/349	174/19370	7.771843554541121e-05	2	12	0.016398589900081764	811, 969, 2208, 2589, 4065, 4124, 4125, 4247, 6402, 11226, 22918, 23193
GO:0019955	MF	e	cytokine binding	6/349	41/19370	8.65368524817622e-05	3	6	0.01742930878848583	972, 3459, 3561, 3563, 10148, 11315
GO:0031072	MF	e	heat shock protein binding	7/349	61/19370	0.00010980958288027308	3	7	0.020869718574815024	3309, 3312, 3313, 3326, 6767, 6782, 11140
GO:0038023	MF	e	signaling receptor activity	13/349	209/19370	0.00011303842152912673	2	13	0.020869718574815024	958, 962, 1235, 1439, 2287, 3482, 4065, 7096, 8795, 10159, 22918, 81793, 151888
GO:0051787	MF	e	misfolded protein binding	5/349	28/19370	0.00012892884604755552	3	5	0.022769610588284122	3309, 3312, 3313, 6782, 51726
GO:0004888	MF	e	transmembrane signaling receptor activity	11/349	157/19370	0.00013360638124472742	3	11	0.022769610588284122	969, 976, 3902, 4074, 4851, 6653, 7096, 8578, 50615, 51284, 81793
GO:0004896	MF	e	cytokine receptor activity	6/349	46/19370	0.00016713690281525064	4	6	0.027429022828680576	972, 3459, 3561, 3563, 10148, 50615
GO:0031730	MF	e	CCR5 chemokine receptor binding	3/349	8/19370	0.00030364022294739344	7	3	0.04781325896520852	3716, 6348, 6772
GO:0004912	MF	e	interleukin-3 receptor activity	2/349	2/19370	0.0003237187472255147	5	2	0.04781325896520852	1439, 3563
GO:0005295	MF	e	neutral amino acid:sodium symporter activity	2/349	2/19370	0.0003237187472255147	11	2	0.04781325896520852	54407, 81539
GO:0000981	MF	p	DNA-binding transcription factor activity, RNA polymerase II-specific	2/349	1236/19370	1.2046102786753064e-06	3	2	0.0005534063927348419	6772, 60468
GO:0000978	MF	p	RNA polymerase II cis-regulatory region sequence-specific DNA binding	2/349	1173/19370	1.9904682396792822e-06	9	2	0.000705213049725301	6772, 60468
